Row_Labels,Count_AnimalName
BOSTON,8
BOSTWICK,1
BOSWELL,1
BOSWORTH,1
BOT,1
BOTON,1
BOU,2
BOUBLETROUBLE,1
BOUBOU,1
BOUBOUKI,1
BOUDEAUX,1
BOUDICCA,2
BOUDICEA,1
BOUDIN,3
BOUDREAU,1
BOUDREAUX,3
BOUFANT,1
BOUJIS,1
BOUJIX,1
BOULDER,1
BOUNCE,3
BOUNTY,1
BOURBON,6
BOURLOUKO,1
BOURNE,2
BOUVIER,1
BOVIS,1
BOW,6
BOWCHEE,1
BOWDIE,1
BOWE,1
BOWEN,1
BOWER,2
BOWERY,5
BOWIE,47
BOWMAN,2
BOWMAN'S,1
BOWSER,14
BOWZER,3
BOXER,2
BOXIE,2
BOXY,1
BOY,25
BOYBOI,1
BOYBOY,1
BOYD,3
BOZ,2
BOZE,1
BOZO,1
BP,1
BQ,1
BRACIOLE,1
BRAD,3
BRADAIGH,1
BRADAN,1
BRADBURY,1
BRADDOCK,1
BRADLEIGH,1
BRADLEY,15
BRADLY,1
BRADY,70
BRAHMS,1
BRAILEE,1
BRAK,1
BRAN,1
BRANDEE,2
BRANDEN,1
BRANDI,33
BRANDIE,6
BRANDIN,1
BRANDO,21
BRANDOM,1
BRANDON,12
BRANDY,104
BRANDYGIRL,2
BRANDY-MORRI,1
BRANDYWINE,1
BRANHAM,1
BRANLEY,1
BRANNIGAN,1
BRANSON,1
BRANSTON,1
BRAQUE,1
BRAVE,3
BRAVEHEART,2
BRAVO,5
BRAWDI,1
BRAWNY,1
BRAXSTON,1
BRAXTON,3
BRAYAN,1
BRAYDEN,1
BRAYLIN,1
BRAZIL,1
BRAZZI,1
BREAKFAST,1
BREANN,1
BREANNA,2
BREAUX,1
BRECK,2
BRECKENRID,1
BREE,10
BREES,1
BREEZA,1
BREEZE,8
BREEZIE,1
BREEZY,7
BREFFNI,1
BRENDA,5
BRENDAL,1
BRENDALL,1
BRENDLE,1
BRENNER,1
BRENTLEY,1
BRESLIN,1
BRETT,1
BRETTA,1
BREW,2
BREWDY,1
BREWER,1
BREWNO,1
BREWSTER,13
BREWTUS,1
BREWZER,1
BREYER,2
BRI,4
BRIA,1
BRIAN,13
BRIANA,4
BRIANNA,9
BRIANY,1
BRIAR,2
BRICE,2
BRICK,2
BRIDGET,11
BRIDGETT,1
BRIDGETTE,7
BRIDIE,5
BRIE,7
BRIELLE,1
BRIENNE,1
BRIGADIER,1
BRIGGS,5
BRIGHT,1
BRIGHTNESS,1
BRIGHTON,4
BRIGHTONALEXANDRAFIDLERBALLARD,1
BRIGID,2
BRIGITTE,2
BRILLO,4
BRILLOW,1
BRIM,1
BRIN,1
BRINDLE,2
BRINK,1
BRINKLEY,7
BRINKLY,1
BRINKS,2
BRINLEY,1
BRION,1
BRISA,2
BRISBANE,1
BRISCO,1
BRISCOE,7
BRISKET,7
BRISTOL,3
BRISTOW,1
BRIT,4
BRITISH,1
BRITLEE,1
BRITLEY,1
BRITNEE,1
BRITNEY,11
BRITTA,1
BRITTANEY,1
BRITTANY,5
BRITTNEY,1
BRIX,2
BRIXTON,4
BRIZO,1
BRNADO,1
BRO,2
BROADWAY,2
BROAN,1
BROC,1
BROCCOLI,1
BROCK,10
BRODEE,1
BRODERICK,1
BRODIE,19
BRODY,69
BROGAN,3
BROKEN,1
BROMAN,1
BROMIDE,1
BROMLEY,1
BRON,1
BRONCCO,1
BRONCO,6
BRONNJE,1
BRONSON,7
BRONTE,4
BRONWYN,1
BRONX,21
BRONXBULLY,1
BRONZE,1
BROOGY,2
BROOK,6
BROOKE,20
BROOKE-LYNNE,1
BROOKLIN,1
BROOKLYN,194
"BROOKLYN,QUEENS",1
BROOKLYNN,5
BROOK-LYNN,2
BROOKLYN'S,1
BROOKLYN-SKYE,1
BROOKS,10
BROOKSIE,1
BROOKSY,1
BROOKYN,1
BROOMSTICKS,1
BROVKO,1
BROWN,7
BROWNEE,2
BROWNEY,2
BROWNI,1
BROWNIE,189
BROWNIE/GOGGLE,2
BROWNNY,1
BROWN-SHADOW-JONES,1
BROWNSVILLIE,1
BROWNY,22
BROWSER,2
BRU,2
BRUCE,92
BRUCIE,1
BRUDDER,1
BRUDER,1
BRUE,1
BRUIN,5
BRUISER,22
BRUIZER,1
BRUKLIN,1
BRUNA,2
BRUNELL,1
BRUNELLO,1
BRUNNIE,1
BRUNNO,1
BRUNO,253
BRUNOFILO,1
BRUSCA,1
BRUSER,1
BRUSSELS,1
BRUT,1
BRUTIS,4
BRUTTO,1
BRUTUS,63
BRUZER,1
BRYAN,2
BRYCE,4
BRYCEN,1
BRYDAN,1
BRYDIE,1
BRYLANT,1
BRYLEY,1
BRYN,1
BRYNJOLFUR,1
BRYNLEY,1
BRYNNER,1
BRYSON,1
BS,1
BU,1
BUBA,4
BUBBA,52
BUBBALAH,1
BUBBLE,5
BUBBLES,43
BUBBU,1
BUBBY,8
BUBI,5
BUBLIK,1
BUBS,2
BUBU,10
BUBULA,1
BUC,1
BUCA,3
BUCEPHALUS,1
BUCEY,2
BUCHANAN,2
BUCHI,2
BUCHO,1
BUCK,13
BUCKAROO,3
BUCKELY,1
BUCKET,2
BUCKETS,1
BUCKETTS,1
BUCKEYE,1
BUCKIE,3
BUCKINGHAM,1
BUCKLEY,15
BUCKMINSTER,1
BUCKO,2
BUCKRAM,1
BUCKS,4
BUCKSHOT,1
BUCKUS,1
BUCKWHEAT,1
BUCKY,18
BUD,5
BUDA,1
BUDD,1
BUDDA,1
BUDDAH,5
BUDDHA,27
BUDDHA-BEAR,1
BUDDI,2
BUDDIE,8
BUDDY,677
BUDDYC,1
BUDDYTHEELF,1
BUDDYTON,1
BUDDYVONYANKEEDESHORTHAIR,1
BUDGIE,1
BUDHA,4
BUDIE,1
BUDLEY,1
BUDO,1
BUDPEST,1
BUDWEISER,2
BUDY,2
BUEHLE,1
BUELLER,2
BUENA,1
BUERGI,1
BUFF,1
BUFFETT,1
BUFFIE,1
BUFFO,1
BUFFY,49
BUFORD,1
BUG,10
BUGAR,1
BUGBY,1
BUGG,1
BUGGA,1
BUGGIE,1
BUGGS,1
BUGGY,1
BUGIE,1
BUGSY,35
BUG-Z,2
BUGZEE,1
BUGZY,3
BUHHDA,1
BUJU,1
BUKA,1
BUKI,2
BUKIS,1
BULA,1
BULGARI,1
BULL,5
BULLE,1
BULLEIT,2
BULLET,28
BULLETT,3
BULLETTE,1
BULLI,1
BULLIE,2
BULLIK,1
BULLIT,1
BULLITT,2
BULLSEYE,1
BULLWINKLE,1
BULLY,22
BULLYA,1
BULY,1
BUMBLE,4
BUMPER,5
BUMPERS,1
BUMPY,2
BUN,1
BUNBURY,1
BUNDLE,1
BUNDY,3
BUNGEE,1
BUNJI,1
BUNK,4
BUNKER,3
BUNKIE,1
BUNKY,1
BUNNI,4
BUNNIE,1
BUNNY,36
BUNS,1
BUNSON,1
BUNTA,1
BUNY,1
BUOY,2
BUPKIS,2
BUPLY,1
BURBERRY,6
BURBON,1
BURBUJITA,1
BURCH,1
BURDOCK,1
BURGER,7
BURK,1
BURL,1
BURLEIGH,2
BURNEY,1
BURNIE,1
BURNY,1
BURRITA,1
BURRITO,5
BURT,6
BURTON,1
BUSBY,3
BUSCH,1
BUSH,3
BUSHE,1
BUSHIDO,1
BUSHKIE,1
BUSHWICK,1
BUSIK,1
BUSINKA,1
BUSSY,1
BUSTA,12
BUSTACHANC,1
BUSTER,282
BUSU,1
BUSY,4
BUSYA,1
BUTCH,40
BUTCHIE,3
BUTKUS,1
BUTLER,3
BUTLEY,1
BUTOH,1
BUTTA,3
BUTTACUT,1
BUTTE,2
BUTTER,44
BUTTERBALL,1
BUTTER-CODI-WESTCOTT,1
BUTTERCRUNCH,1
BUTTERCUP,49
BUTTERCUPS,1
BUTTERFLY,5
BUTTERS,27
BUTTERSCOTCH,6
BUTTLER,1
BUTTON,24
BUTTONS,48
BUTZIE,1
BUXIE,1
BUYA,1
BUZ,1
BUZO,1
BUZZ,22
BUZZBEE,1
BUZZY,1
BYLA,1
BYRD,2
BYRON,4
BYSON,3
BYUL,1
C,3
C.,6
C.B.,4
C.C.,3
C.D.,1
C.J.,5
C.J./RUBY,1
C.KAKA,1
CA$H,1
CABANA,1
CABBAGE,2
CABIRIA,2
CABO,5
CABOOSE,1
CABOT,1
CACAO,1
CACAU,2
CACHÉ,1
CACHILIN,2
CACHITO,1
CACHOU,2
CACIQUE,2
CACTUS,1
CADBURY,6
CADDIE,2
CADDOCK,1
CADEAU,1
CADENCE,1
CADENZA,1
CADIE,1
CADILLAC,1
CADPURY,1
CADY,2
CAELAN,1
CAELEY,2
CAESAR,46
CAESER,1
CAEZAR,1
CAFE,1
CAFE',1
CAFECITA,1
CAFFY,1
CAFU,1
CAGNEY,5
CAICO,1
CAIDENCE,2
CAILA,1
CAILLEIGH,1
CAILLOU,2
CAIN,3
CAINE,4
CAIPI,1
CAIPIRINHA,1
CAIRO,10
CAITI,1
CAITLIN,1
CAITLYN,1
CAIUS,1
CAJU,1
CAJUN,1
CAKE,3
CAKY,1
CAL,5
CALA,1
CALABAZA,1
CALAMITY,2
CALEB,15
CALEDONIA,1
CALEY,1
CALGARY,1
CALHOUN,1
CALI,53
CALICO,1
CALIE,1
CALI-ENTE,2
CALIFORNIA,4
CALIM,1
CALIMOCHO,2
CALIN,1
CALISEE,1
CALIX,1
CALLA,2
CALLAHAN,2
CALLAN,1
CALLAWAY,1
CALLI,8
CALLIE,73
CALLIONE,1
CALLIOPE,3
CALLY,6
CALOGERO,2
CALPERNIA,1
CALPURNIA,1
CALUM,1
CALVERT,1
CALVIN,28
CALYPSO,11
CAM,3
CAMARO,1
CAMARON,1
CAMBERT,1
CAMBRIA,1
CAMDEN,5
CAMELIA,2
CAMELLA,1
CAMEN,1
CAMEO,4
CAMERON,7
CAMI,1
CAMIE,1
CAMIIA,1
CAMILA,6
CAMILLA,2
CAMILLE,4
CAMILO,7
CAMMELIA,1
CAMMI,1
CAMMIE,1
CAMMY,1
CAMO,1
CAMOTE,1
CAMPANITA,2
CAMPBELL,9
CAMPER,2
CAMPION,1
CAMUGGI,1
CAMY,2
CANAAN,1
CANADA,1
CANCUNA,1
CANDACE,3
CANDANCE,1
CANDE,1
CANDEE,1
CANDELA,1
CANDENCE,1
CANDI,9
CANDICE,2
CANDIE,4
CANDI'S,1
CANDY,46
CANE,5
CANELA,14
CANELITO,1
CANELLA,1
CANELO,8
CANELOS,1
CANITO,1
CANNAN,1
CANNELENI,1
CANNOLI,11
CANO,5
CANOLI,2
CANONDORF,1
CANUTE,2
CANVAS,1
CANYON,2
CAOILAINN,1
CAOILIE,1
CAOIMHE,3
CAPALA,1
CAPELLA,1
CAPELLINI,1
CAPER,5
CAPI,1
CAPITAN,1
CAPLIN,1
CAP'N,2
CAPO,8
CAPONE,32
CAPOTE,1
CAPPACCINO,1
CAPPI,2
CAPPIE,2
CAPPO,2
CAPPU,1
CAPPUCCINO,4
CAPPUCINNO,1
CAPPUCINO,2
CAPPY,9
CAPRI,4
CAPRICCIO,1
CAPRICE,2
CAPRINA,1
CAPT,1
CAPT.,1
CAPT.CHARLIE,1
CAPTAIN,45
CAPTAUN,1
CAPU,1
CAPULLO,1
CARA,20
CARABU,1
CARAIGH,1
CARA-JO,1
CARAMEL,19
CARAMELA,1
CARAMELO,8
CARCIOFI,1
CARDBOARD,1
CARDELIA,1
CARDOZO,1
CARE,1
CARERRA,1
CARETA,1
CAREY,1
CARGO,1
CARI,1
CARICIA,1
CARIE,1
CARINA,2
CARINI,1
CARINOSA,1
CARISIA,1
CARL,11
CARLA,4
CARLEY,3
CARLI,3
CARLIE,5
CARLIN,1
CARLING,1
CARLISLE,2
CARLITA,1
CARLITO,7
CARLO,6
CARLOS,11
CARLOTA,1
CARLOTTA,3
CARLOW,1
CARLSBERG,1
CARLTON,7
CARLUSHA,1
CARLY,27
CARLYAPPLEWHITECRAWFORDCOLEMAN,1
CARLYLE,1
CARMA,2
CARMEL,3
CARMELA,5
CARMELINA,1
CARMELITA,1
CARMELLA,3
CARMELO,14
CARMEN,9
CARMINE,8
CARNATION,1
CARNEY,1
CARNIE,1
CARO,1
CAROLINA,3
CAROLINE,2
CAROMEL,1
CARR,1
CARRAWAY,1
CARRIE,8
CARRINGTON,2
CARROT,6
CARROTS,1
CARRY,1
CARSON,11
CARTEL,1
CARTER,37
CARTIER,3
CARTMAN,1
CARUSO,1
CARVER,3
CARY,3
CAS,1
CASABA,1
CASANOVA,5
CASCI,1
CASE,1
CASEY,144
CASEY-PECK,1
CASH,61
CASHE,1
CASHEL,2
CASHEW,22
CASHIE,1
CASHMERE,9
CASHY,1
CASI,2
CASIE,2
CASINO,4
CASIOPEA,1
CASPAR,1
CASPER,91
CASPIAN,4
CASS,4
CASSANDRA,7
CASSEY,1
CASSI,1
CASSIDY,18
CASSIE,68
CASSIM,1
CASSIOPEIA,2
CASSIUS,14
CASSOULET(CASSIE),1
CASSY,3
CASTER,1
CASTIEL,5
CASTRO,5
CAT,5
CATALA,1
CATALEAH,1
CATALINA,1
CATAN,1
CATERINA,1
CATERINE,1
CATHY,3
CATIE,1
CATO,4
CATRACHITO,1
CATY,1
CAUCHY,1
CAULFIELD,1
CAUTIOUS,1
CAV,1
CAVA,1
CAVALIER,1
CAVALIER/POODLE,1
CAVALIERE,1
CAVALLI,5
CAVAN,1
CAVEZZON,1
CAVIAR,1
CAYA,3
CAYENNE,2
CAYMAN,4
CAYMUS,2
CAYO,1
CAZ,1
C-BISCUIT,1
CC,8
CE,1
CEASAR,18
CEASER,8
CEBU,1
CECE,21
CECELIA,7
CECI,5
CECIL,9
CECILIA,7
CECILY,2
CEDAR,4
CEDES,1
CEDRIC,3
CEDRICK,1
CEDY,1
CEE,6
CEECEE,6
CEE-CEE,4
CEELO,2
CEELY,1
CEILIDH,2
CELBEN,1
CELENE,2
CELERY,2
CELESTE,5
CELIA,4
CELIE,1
CELINA,1
CELINE,3
CELLO,2
CELO,2
CELTIC,1
CELY,1
CENA,1
CENBRY,2
CEPILLIN,1
CERBERUS,1
CERVANTES,1
CERVARIS,1
CESAR,31
CESARE,6
CESCA,1
CESSY,1
CEZAR,1
CF,1
CH,2
CHA,5
CHAAC,1
CHABBY,1
CHABO,1
CHACE,2
CHACHA,7
CHA-CHA,5
CHA-CHEE,1
CHACHI,12
CHA-CHI,2
CHACHIE,1
CHACHKA,1
CHACHO,1
CHACKO,1
CHACO,5
CHAD,2
CHAERLENE,1
CHAGO,1
CHAGUIRA,1
CHAI,12
CHAK,1
CHAKA,4
CHAKIE,1
CHAKKA,1
CHALKEE,1
CHALKY,1
CHALLA,1
CHALUPA,5
CHALUTZ,2
CHAMBA,1
CHAMMY,1
CHAMOMILE,1
CHAMP,94
CHAMPAGE,1
CHAMPAGNE,8
CHAMPAIN,1
CHAMPIE,1
CHAMPION,16
CHAMPS,1
CHAMPY,1
CHAN,2
CHANA,2
CHANCE,98
CHANCELLOR,1
CHANCIE,1
CHANCY,2
CHANDLER,9
CHANEL,66
CHANELL,2
CHANELLE,1
CHANGLUCKY,1
CHANGO,4
CHANIE,1
CHANNA,1
CHANNEL,5
CHANNING,2
CHANO,2
CHANTE,1
CHANTEE,1
CHANTEL,1
CHANTILLY,2
CHANTY,1
CHANUNCEY,1
CHAOS,9
CHAP,5
CHAPEAU,1
CHAPEL,1
CHAPIK,2
CHAPILIN,1
CHAPIN,2
CHAPIS,1
CHAPLIN,7
"CHAPLIN,",1
CHAPMAN,2
CHAPO,7
CHAPPA,1
CHAPPELLE,1
CHAPPY,2
CHAPS,1
CHAPULIN,1
CHAQUITA,1
CHARA,1
CHARADES,1
CHARAMUSCA/MUNCHKIN,1
CHARCOAL,8
CHARDNEY,1
CHARDONNAY,1
CHARGER,3
CHARISMA,1
CHARITY,2
CHARLEE,10
CHARLEEN,1
CHARLEMAGNE,5
CHARLEMANGNE,1
CHARLENE,2
CHARLES,44
CHARLESMAC,1
CHARLESTON,2
CHARLEY,72
CHARLI,11
CHARLIE,856
CHARLIE-CHASE,1
CHARLIE-ROSE,1
CHARLIZE,1
CHARLLIE,1
CHARLOTTE,61
CHARLY,25
CHARLYE,1
CHARM,2
CHARMAINE,1
CHARMER,1
CHARMS,2
CHARO,5
CHAROTTE,1
CHARRIE,2
CHARRO,2
CHASE,103
CHASE-CASTLE,1
CHASED,1
CHASEN,1
CHASEY,4
CHASH,1
CHASITY,1
CHASKITA,1
CHASSIS,1
CHASTITY,1
CHASU,1
CHATA,2
CHATO,5
CHATTA,1
CHATTY,1
CHAUCER,4
CHAUNCEY,17
CHAUPI,1
CHAVEZ,1
CHAVO,7
CHAYO,1
CHAZ,9
CHAZZ,5
CHCOLATE,1
CHE,12
CHEBA,1
CHECH,1
CHE-CHE,2
CHECKER,1
CHECKERS,5
CHEDDAR,6
CHEE,2
CHEEBA,1
CHEECH,13
CHEE-CHEE,1
CHEECO,1
CHEEKO,1
CHEEKS,1
CHEELA,1
CHEENO,1
CHEERIO,5
CHEERIOS,3
CHEERS,1
CHEESE,2
CHEESEBURGER,1
CHEESECAKE,1
CHEETAH,4
CHEETO,2
CHEEZIE,1
CHEEZ-IT,1
CHEF,5
CHEFREE,1
CHEKOV,1
CHEKY,1
CHELA,2
CHELLIE,1
CHELO,2
CHELSEA,70
CHELSEY,1
CHELSIA,1
CHELSY,3
CHENA,1
CHENELLE,1
CHEO,2
CHER,5
CHERAKEE,2
CHERERIO,1
CHERI,7
CHERIE,2
CHERIO,1
CHERISE,1
CHERISH,2
CHERNYLA,1
CHEROKEE,3
CHERRIO,1
CHERRY,27
CHERUB,2
CHERUBINO,1
CHESBAR,1
CHESERIE,1
CHESIEK,1
CHESNEY,3
CHESPIER,1
CHESPIRITO,1
CHESSIE,2
CHESTER,144
CHESTERFIELD,1
CHESTNUT,16
CHESTON,1
CHESTY,2
CHETO,2
CHEVRON,1
CHEVY,3
CHEWBACA,1
CHEWBACCA,35
CHEWCHEW,1
CHEW-E,1
CHEWEE,1
CHEWEY,5
CHEWIE,62
CHEWY,126
CHEWYA,1
CHEX,2
CHEY,1
CHEYANNA,1
CHEYANNE,1
CHEYENNE,16
CHEZ,2
CHI,31
CHI_B,1
CHIA,5
CHIANTI,1
CHIARA,1
CHIBA,2
CHIBBIE,1
CHIBBS,1
CHIBI,6
CHICA,25
CHICA-BEL,1
CHICAGO,1
CHICA-PU,1
CHICCO,2
CHICHA,1
CHICHERIA,1
CHICHI,27
CHI-CHI,7
CHICHO,1
CHICK,1
CHICKA,2
CHICKADEE,2
CHICKEN,7
CHICKIE,1
CHICKLET,1
CHICKLETTE,1
CHICKPEA,1
CHICKY,3
CHICLET,2
CHICO,130
CHICOT,2
CHIDO`,1
CHIDORI,1
CHIEF,23
CHIEN,1
CHIFAN,1
CHIGGIE,2
CHIGUITICA,1
CHIGURH,1
CHIHUAHUA,2
CHI-INEZ,1
CHIIQUI,1
CHIJO,1
CHIKA,2
CHIKI,3
CHIKIBABY,1
CHIKILIN,1
CHIKITA,1
CHIKITO,1
CHIKO,5
CHIKTA,1
CHIKY,2
CHILALIZARDI,1
CHILE,2
CHILI,17
CHILINDRINA,1
CHILIPEPPE,1
CHILITO,1
CHILL,2
CHILLER,2
CHILLI,7
CHILLIE,3
CHILLY,5
CHILTON,1
CHIMAY,1
CHIMCHA,1
CHIMI,2
CHIMICHANG,1
CHIMICHURRI,1
CHIMMI,1
CHIMMY,1
CHIMU,1
CHIN,3
CHINA,26
CHINCHE,1
CHIN-CHIN,1
CHINGCHING,1
CHINGO,2
CHINGY,1
CHINITA,1
CHINKURLI,1
CHINO,17
CHINSO,1
CHINUE,1
CHIO,1
CHIOE,1
CHIP,59
CHIPETTE,1
CHIPIE,1
CHIPLESS,1
CHIPLET,1
CHIPMUNK,1
CHIPO,1
CHIPPER,12
CHIPPERMAN,1
CHIPPEWA,1
CHIPPI,1
CHIPPIE,3
CHIPPY,8
CHIPS,10
CHIP'S,1
CHIQITO,1
CHIQUI,15
CHIQUILIN,1
CHIQUILTA,1
CHIQUIS,2
CHIQUITA,32
CHIQUITIN,1
CHIQUITÍN,1
CHIQUITITA,1
CHIQUITO,10
CHIRIPA,1
CHIRO,3
CHIROLA,1
CHIRON,1
CHISPA,3
CHISPA/SNOWEY,1
CHISPIN,1
CHISPITA,11
CHISPY,2
CHISSIE,1
CHITA,4
CHITO,2
CHIU,1
CHIVA,1
CHIVAS,1
CHIVE,1
CHIZA,1
CHLEO,1
CHLOE,465
CHLO'E,1
CHLOÉ,4
CHLOÈ,1
CHLOEE,1
CHLOER,1
CHLOIE,2
CHOC,1
CHOCA,1
CHOCALATE,2
CHO-CHO,1
CHOCK,1
CHOCKO,1
CHOCKY,1
CHOCLATE,1
CHOCO,29
CHO-CO,1
CHOCOLAT,5
CHOCOLATA,1
CHOCOLATE,56
CHOCOLATES,1
CHOCOLATTE,1
CHOCOLO,1
CHOCOLTE,1
CHOCTAW,1
CHOGIE,1
CHOICE,1
CHOKO,1
CHOLE,18
CHOLIE,1
CHOLITO,1
CHOLO,1
CHOLULA,2
CHOMA,1
CHOMPER,6
CHOMPERS,9
CHOMPSKY,1
CHONCHO,1
CHONG,1
CHOO,4
CHOOCHOO,2
CHOO-CHOO,1
CHOOKIE,1
CHOOPY,1
CHOOWY,2
CHOP,5
CHOPIN,1
CHOPPA,1
CHOPPER,13
CHOPPY,1
CHOPS,6
CHOPSTICK,1
CHOQUI,1
CHORIZA,1
CHORIZO,1
CHORKIE,1
CHOROM,1
CHORONG,1
CHORY,1
CHOSEN,1
CHOTOO,1
CHOTS,1
CHOU,2
CHOU-CHOU,1
CHOUPETTE,1
CHOUPI,1
CHOW,1
CHOW-CHOW,1
CHOWDA,2
CHOWDER,9
CHOWSY,1
CHRIS,8
CHRISSY,20
CHRISTABEL,1
CHRISTAL,2
CHRISTI,1
CHRISTIAN,4
CHRISTIE,2
CHRISTINA,3
CHRISTINE,1
CHRISTMAS,10
CHRISTOPHE,2
CHRISTOPHER,9
CHRISTY,2
CHRITON,1
CHROME,1
CHROMEO,1
CHRONIC,1
CHRYSLER,1
CHRYSSIE,1
CHU,4
CHUBA,1
CHUBAKA,2
CHUBBS,10
CHUBBY,19
CHUBS,3
CHUBY,1
CHUBZ,1
CHUCHA,1
CHUCHEE,1
CHUCHI,7
CHU-CHI,1
CHUCHITO,1
CHUCHO,7
CHUCHU,3
CHUCK,27
CHUCKA,1
CHUCKCHI,1
CHUCKIE,12
CHUCKLE,1
CHUCKLES,4
CHUCKY,24
CHUCUP,1
CHUD,2
CHUDA,1
CHUEY,4
CHUFFEY,1
CHUG,1
CHUGGLES,1
CHUIE,2
CHUKCHA,1
CHUKI,3
CHUKIS,1
CHUKLES,1
CHULA,14
CHULENT,1
CHULEO,1
CHULETA,5
CHULI,1
CHULII,1
CHULITO,5
CHULO,20
CHULYA,1
CHUM-CHUM.,1
CHUMI,1
CHUMLEE,1
CHUMLEIGH,1
CHUMLEY,6
CHUMLIE,1
CHUNCHY,2
CHUNCKY,1
CHUNGDON,1
CHUNK,11
CHUNKIE,1
CHUNKS,1
CHUNKY,6
CHUPA,1
CHUPI,3
CHUPY,1
CHURBA,1
CHURCHCHILL,1
CHURCHILL,6
CHURRO,6
CHUSA,1
CHUTJAI,1
CHUTLEY,2
CHUTNEY,2
CHUUI,1
CHUWEE,2
CHUWI,1
CHUY,10
CHYANNE,1
CHYLA,2
CHYNA,14
CHYNA-DOLL,1
CHYNAH,1
CHYNNA,1
CHZE,2
CIACOMO,1
CIAN,1
CIARA,7
CIARABELLA,2
CIARO,1
CIARRA,1
CIBY,2
CICCI,1
CICCIO,3
CICCY,1
CICERO,1
CICI,16
CID,1
CIDER,2
CIEL,1
CIELO,6
CIERA,1
CILANTRO,3
CILIA,1
CIMBA,1
CINA,2
CINAMINE,1
CINAMMON,1
CINCO,4
CINCY,1
CINDER,4
CINDERBELL,1
CINDERELLA,8
CINDER-ELLA,1
CINDERFELA,1
CINDERS,1
CINDI,1
CINDIA,1
CINDY,53
CINIMUN,1
CINNABON,1
CINNAMIN,2
CINNAMON,66
CINNIMON,2
CINNNAMON,1
CINNY,1
CINO,1
CINTY,1
CIOBAIR,1
CIONA,1
CIPRELLO,1
CIQI,1
CIRCE,1
CIRCLE,1
CIRO,4
CIROC,4
CISCO,8
CISSY,1
CITO,1
CITRINE,1
CIUCE,1
CIVIC,1
CJ,29
CJ1,1
CKICEO,1
CLADDAGH,1
CLAIR,1
CLAIRE,9
CLAIRISE,1
CLAMS,1
CLANCEY,3
CLANCY,21
CLANK,1
CLARA,16
CLARABELLE,3
CLARE,2
CLARENCE,8
CLARICE,4
CLARISSA,1
CLARITA,1
CLARK,18
CLARRISA,1
CLASH,1
CLASSY,1
CLAUDE,7
CLAUDETTE,1
CLAUDIA,2
CLAUDIUS,2
CLAUS,1
CLAY,4
CLAYTON,2
CLE0,1
CLEA,1
CLEARANCE,1
CLEAT,1
CLEM,2
CLEMENETINE,1
CLEMENS,1
CLEMENT,1
CLEMENTINA,2
CLEMENTINE,31
CLEMENZA,2
CLEMINTINE,1
CLEMSON,1
CLEO,75
CLEOPATRA,31
CLEOPATRA/CHLOEQ,1
CLEOPATRO,1
CLEOPETHER,1
CLETUS,3
CLEVELAND,2
CLEVER,1
CLHOE,1
CLICQUOT,2
CLIFA,1
CLIFF,4
CLIFFORD,17
CLIFTON,2
CLIMIN,1
CLINT,4
CLINTON,6
CLIO,11
CLIPPER,3
CLIPY,1
CLIVE,2
CLO,1
CLOE,7
CLOEE,1
CLOEY,5
CLOHE,1
CLOIE,2
CLOONEY,2
CLOOTIE,1
CLOUD,14
CLOUD/HUDSON,2
CLOUDE,1
CLOUDY,5
CLOVE,1
CLOVER,25
CLOVIE,2
CLOVIS,4
C-LOW,1
CLOWE,1
CLOYIE,1
CLUE,7
CLY,1
CLYDE,54
CLYFFORD,1
CLYTIE,2
CNASH,1
CO,3
COACH,6
COAL,10
COAST,1
COBA,1
COBAIN,1
COBALT,3
COBBLER,1
COBBY,1
COBE,1
COBEY,1
COBI,4
COBRA,2
COBWEB,1
COBY,32
COCA,4
COCCO,2
COCCO/OTTO,1
COCIT,1
COCKER,1
COCKTAIL,1
COCKY,1
COCKYN,1
COCLO,1
COCNUT,1
COCO,852
CO-CO,2
COCOA,104
COCOABILLIE,1
COCOACHANEL,1
COCOAPUFF,1
COCO-BALENCIAGA,1
COCOBELLA,1
COCO-BELLA,1
COCO-CHANEL,1
COCOLAUREN,1
COCOLICIOUS,1
COCOLINO,1
COCO-LOSO,1
COCONUT,38
COCO-NUT,1
COCOPUFF,1
COCO-PUFF,1
COCOY/KYUK,1
CODA,4
CODAK,1
CODEE,1
CODEY,2
CODI,7
CODIE,6
CODY,305
CODYLI,1
CODY-SIMONE,1
COFFE,1
COFFEE,26
COFFEY,1
COFFY,1
COFI,2
COFRÉ,1
COGNAC,2
COGSWORTH,1
COHEN,1
COHIBA,2
COHL,1
COJO,1
COKETA,1
COKEY,2
COKI,1
COKIE,2
COKITA,1
COKO,3
COLA,7
COLBIE,1
COLBY,23
COLE,26
COLEEN,1
COLETTE,4
COLEY,1
COLIN,10
COLINE,1
COLLAR,1
COLLEEN,1
COLLETTE,1
COLLIE,2
COLLIN,1
COLLINS,2
COLLYN,1
COLOGNE,1
COLOMBIA,1
COLOMBO,1
COLONEL,5
COLOUR,1
COLT,5
COLTRANE,8
COLUMBO,3
COMANCHE,3
COMBO,1
COMET,32
COMET-TAINO,1
COMEY,1
COMMANDER,2
COMO,1
COMPASS,1
COMPTON,2
CONA,1
CONALL,1
CONAN,16
CONCHITA,1
CONDE,1
CONDESSA,1
CONEN,1
CONEY,2
CONFETTA,1
CONFETTI,1
CONGA,2
CONGO,1
